sample_idx,image_path,canonical_class,gt_class_idx,phase2b_pred_class,phase2b_pred_idx,phase2b_conf,phase2b_correct,phase3b_pred_class,phase3b_pred_idx,phase3b_conf,phase3b_correct,category,num_gt_boxes,num_pred_boxes,max_matched_iou,has_tp_box,is_healthy_fp,is_lesion_miss,is_high_conf_poor_loc,is_good_loc_bad_cls
221,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1129.jpg,Brown Spot,2,Healthy,0,0.9995067119598389,0,Blast,1,0.981028139591217,0,mutual_errors,5,0,0.0,False,False,True,True,False
222,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1133.jpg,Brown Spot,2,Healthy,0,0.9991576671600342,0,Healthy,0,0.6184241771697998,0,mutual_errors,8,2,0.0,False,False,True,False,False
223,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1134.jpg,Brown Spot,2,Healthy,0,0.9992499947547913,0,Healthy,0,0.9591836929321289,0,mutual_errors,5,0,0.0,False,False,True,True,False
224,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_114.jpg,Brown Spot,2,Healthy,0,0.9999486207962036,0,Healthy,0,0.9864012598991394,0,mutual_errors,2,0,0.0,False,False,True,True,False
225,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1154.jpg,Brown Spot,2,Healthy,0,0.998462438583374,0,Healthy,0,0.9813923239707947,0,mutual_errors,6,0,0.0,False,False,True,True,False
226,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1159.jpg,Brown Spot,2,Healthy,0,0.999693751335144,0,Healthy,0,0.9952412843704224,0,mutual_errors,8,0,0.0,False,False,True,True,False
227,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1170.jpg,Brown Spot,2,Healthy,0,0.9974760413169861,0,Healthy,0,0.978453516960144,0,mutual_errors,3,0,0.0,False,False,True,True,False
228,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1174.jpg,Brown Spot,2,Healthy,0,0.9988111257553101,0,Healthy,0,0.9148812890052795,0,mutual_errors,2,0,0.0,False,False,True,True,False
229,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1175.jpg,Brown Spot,2,Healthy,0,0.999884843826294,0,Healthy,0,0.9208527207374573,0,mutual_errors,2,0,0.0,False,False,True,True,False
230,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1181.jpg,Brown Spot,2,Healthy,0,0.9999696016311646,0,Healthy,0,0.9869814515113831,0,mutual_errors,6,0,0.0,False,False,True,True,False
231,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1190.jpg,Brown Spot,2,Healthy,0,0.9997729659080505,0,Healthy,0,0.9636769890785217,0,mutual_errors,4,0,0.0,False,False,True,True,False
232,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1195.jpg,Brown Spot,2,Healthy,0,0.9991588592529297,0,Healthy,0,0.9329179525375366,0,mutual_errors,4,0,0.0,False,False,True,True,False
233,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1208.jpg,Brown Spot,2,Healthy,0,0.9993358254432678,0,Healthy,0,0.9944661259651184,0,mutual_errors,6,0,0.0,False,False,True,True,False
234,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1231.jpg,Brown Spot,2,Healthy,0,0.9997934699058533,0,Healthy,0,0.9826908707618713,0,mutual_errors,4,0,0.0,False,False,True,True,False
235,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_125.jpg,Brown Spot,2,Healthy,0,0.9999626874923706,0,Brown Spot,2,0.5303271412849426,1,multitask_wins,2,0,0.0,False,False,True,False,False
236,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1258.jpg,Brown Spot,2,Healthy,0,0.9971230626106262,0,Healthy,0,0.993419349193573,0,mutual_errors,1,0,0.0,False,False,True,True,False
237,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1260.jpg,Brown Spot,2,Healthy,0,0.9987303614616394,0,Healthy,0,0.9966989159584045,0,mutual_errors,1,0,0.0,False,False,True,True,False
238,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1263.jpg,Brown Spot,2,Healthy,0,0.9998283386230469,0,Healthy,0,0.9910169839859009,0,mutual_errors,4,0,0.0,False,False,True,True,False
239,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1267.jpg,Brown Spot,2,Healthy,0,0.9996100068092346,0,Healthy,0,0.9403511881828308,0,mutual_errors,5,0,0.0,False,False,True,True,False
240,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_128.jpg,Brown Spot,2,Healthy,0,0.9987751841545105,0,Healthy,0,0.9807531237602234,0,mutual_errors,4,0,0.0,False,False,True,True,False
241,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1282.jpg,Brown Spot,2,Healthy,0,0.9994933605194092,0,Healthy,0,0.9677423238754272,0,mutual_errors,3,0,0.0,False,False,True,True,False
242,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1296.jpg,Brown Spot,2,Healthy,0,0.9998942613601685,0,Healthy,0,0.9973377585411072,0,mutual_errors,4,0,0.0,False,False,True,True,False
243,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1300.jpg,Brown Spot,2,Healthy,0,0.9997548460960388,0,Healthy,0,0.9945981502532959,0,mutual_errors,4,0,0.0,False,False,True,True,False
244,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1305.jpg,Brown Spot,2,Healthy,0,0.999750554561615,0,Healthy,0,0.9947007894515991,0,mutual_errors,3,0,0.0,False,False,True,True,False
245,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1312.jpg,Brown Spot,2,Healthy,0,0.9999605417251587,0,Blast,1,0.8413412570953369,0,mutual_errors,4,3,0.026340734047188338,False,False,True,True,False
246,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1324.jpg,Brown Spot,2,Healthy,0,0.9990537762641907,0,Brown Spot,2,0.9998998641967773,1,multitask_wins,2,3,0.0,False,False,True,True,False
247,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1355.jpg,Brown Spot,2,Healthy,0,0.9992233514785767,0,Healthy,0,0.9996845722198486,0,mutual_errors,4,0,0.0,False,False,True,True,False
248,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1361.jpg,Brown Spot,2,Healthy,0,0.9995468258857727,0,Healthy,0,0.9996627569198608,0,mutual_errors,6,0,0.0,False,False,True,True,False
249,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1363.jpg,Brown Spot,2,Healthy,0,0.9998050332069397,0,Healthy,0,0.9971137046813965,0,mutual_errors,4,0,0.0,False,False,True,True,False
250,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1371.jpg,Brown Spot,2,Healthy,0,0.9991270899772644,0,Healthy,0,0.9995564818382263,0,mutual_errors,1,0,0.0,False,False,True,True,False
251,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1372.jpg,Brown Spot,2,Healthy,0,0.99418044090271,0,Healthy,0,0.9931127429008484,0,mutual_errors,1,0,0.0,False,False,True,True,False
252,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1373.jpg,Brown Spot,2,Healthy,0,0.9930659532546997,0,Healthy,0,0.9890934228897095,0,mutual_errors,4,0,0.0,False,False,True,True,False
253,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1376.jpg,Brown Spot,2,Healthy,0,0.999601423740387,0,Healthy,0,0.9943032264709473,0,mutual_errors,3,0,0.0,False,False,True,True,False
254,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1378.jpg,Brown Spot,2,Healthy,0,0.9995753169059753,0,Healthy,0,0.9955400824546814,0,mutual_errors,3,0,0.0,False,False,True,True,False
255,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1380.jpg,Brown Spot,2,Healthy,0,0.9995330572128296,0,Healthy,0,0.9970695972442627,0,mutual_errors,3,0,0.0,False,False,True,True,False
256,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_139.jpg,Brown Spot,2,Healthy,0,0.9998903274536133,0,Healthy,0,0.9903606176376343,0,mutual_errors,3,0,0.0,False,False,True,True,False
257,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1393.jpg,Brown Spot,2,Healthy,0,0.9944104552268982,0,Healthy,0,0.988860011100769,0,mutual_errors,6,0,0.0,False,False,True,True,False
258,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1394.jpg,Brown Spot,2,Healthy,0,0.9957854151725769,0,Healthy,0,0.9839771389961243,0,mutual_errors,4,0,0.0,False,False,True,True,False
259,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1407.jpg,Brown Spot,2,Healthy,0,0.9998413324356079,0,Healthy,0,0.997468113899231,0,mutual_errors,4,0,0.0,False,False,True,True,False
260,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_141.jpg,Brown Spot,2,Healthy,0,0.999876856803894,0,Healthy,0,0.5325601696968079,0,mutual_errors,7,0,0.0,False,False,True,False,False
261,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1412.jpg,Brown Spot,2,Healthy,0,0.9989474415779114,0,Healthy,0,0.9979142546653748,0,mutual_errors,3,0,0.0,False,False,True,True,False
262,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1456.jpg,Brown Spot,2,Healthy,0,0.9912881255149841,0,Healthy,0,0.974376380443573,0,mutual_errors,3,0,0.0,False,False,True,True,False
263,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1465.jpg,Brown Spot,2,Healthy,0,0.9969488978385925,0,Healthy,0,0.9980292916297913,0,mutual_errors,4,0,0.0,False,False,True,True,False
264,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1467.jpg,Brown Spot,2,Healthy,0,0.998843789100647,0,Healthy,0,0.9980860948562622,0,mutual_errors,4,0,0.0,False,False,True,True,False
265,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1474.jpg,Brown Spot,2,Healthy,0,0.9970491528511047,0,Healthy,0,0.9975783228874207,0,mutual_errors,9,0,0.0,False,False,True,True,False
266,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1476.jpg,Brown Spot,2,Healthy,0,0.9950401186943054,0,Healthy,0,0.9983312487602234,0,mutual_errors,8,0,0.0,False,False,True,True,False
267,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1480.jpg,Brown Spot,2,Healthy,0,0.9848524928092957,0,Healthy,0,0.996025562286377,0,mutual_errors,9,0,0.0,False,False,True,True,False
268,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1488.jpg,Brown Spot,2,Healthy,0,0.9996870756149292,0,Healthy,0,0.9993525147438049,0,mutual_errors,4,0,0.0,False,False,True,True,False
269,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1490.jpg,Brown Spot,2,Healthy,0,0.9893091917037964,0,Healthy,0,0.9976232647895813,0,mutual_errors,4,0,0.0,False,False,True,True,False
270,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1498.jpg,Brown Spot,2,Healthy,0,0.9975523352622986,0,Healthy,0,0.9997543692588806,0,mutual_errors,4,0,0.0,False,False,True,True,False
271,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1501.jpg,Brown Spot,2,Healthy,0,0.9984630346298218,0,Healthy,0,0.9993880987167358,0,mutual_errors,6,0,0.0,False,False,True,True,False
272,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1503.jpg,Brown Spot,2,Healthy,0,0.9883695840835571,0,Healthy,0,0.9992771744728088,0,mutual_errors,8,0,0.0,False,False,True,True,False
273,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1507.jpg,Brown Spot,2,Healthy,0,0.9914684295654297,0,Healthy,0,0.9969831109046936,0,mutual_errors,2,0,0.0,False,False,True,True,False
274,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1508.jpg,Brown Spot,2,Healthy,0,0.9797323942184448,0,Healthy,0,0.9988340735435486,0,mutual_errors,10,0,0.0,False,False,True,True,False
275,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_152.jpg,Brown Spot,2,Healthy,0,0.999864935874939,0,Healthy,0,0.9962228536605835,0,mutual_errors,3,0,0.0,False,False,True,True,False
276,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1521.jpg,Brown Spot,2,Healthy,0,0.999943733215332,0,Healthy,0,0.7730509638786316,0,mutual_errors,8,0,0.0,False,False,True,False,False
277,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1524.jpg,Brown Spot,2,Healthy,0,0.9999451637268066,0,Healthy,0,0.8869052529335022,0,mutual_errors,10,0,0.0,False,False,True,True,False
278,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_153.jpg,Brown Spot,2,Healthy,0,0.9999815225601196,0,Healthy,0,0.9820472002029419,0,mutual_errors,2,0,0.0,False,False,True,True,False
279,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1530.jpg,Brown Spot,2,Healthy,0,0.9958913326263428,0,Healthy,0,0.9974476099014282,0,mutual_errors,3,0,0.0,False,False,True,True,False
280,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1544.jpg,Brown Spot,2,Healthy,0,0.9995205402374268,0,Healthy,0,0.9998718500137329,0,mutual_errors,7,0,0.0,False,False,True,True,False
281,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1546.jpg,Brown Spot,2,Healthy,0,0.9981574416160583,0,Healthy,0,0.9996863603591919,0,mutual_errors,6,0,0.0,False,False,True,True,False
282,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1547.jpg,Brown Spot,2,Healthy,0,0.9990838766098022,0,Healthy,0,0.9995371103286743,0,mutual_errors,6,0,0.0,False,False,True,True,False
283,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1560.jpg,Brown Spot,2,Healthy,0,0.999505877494812,0,Healthy,0,0.9992091059684753,0,mutual_errors,4,0,0.0,False,False,True,True,False
284,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1564.jpg,Brown Spot,2,Healthy,0,0.9992102384567261,0,Healthy,0,0.9988875985145569,0,mutual_errors,3,0,0.0,False,False,True,True,False
285,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1565.jpg,Brown Spot,2,Healthy,0,0.9969745874404907,0,Healthy,0,0.9989243149757385,0,mutual_errors,5,0,0.0,False,False,True,True,False
286,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1568.jpg,Brown Spot,2,Healthy,0,0.990925669670105,0,Healthy,0,0.9915710687637329,0,mutual_errors,6,0,0.0,False,False,True,True,False
287,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1569.jpg,Brown Spot,2,Healthy,0,0.9949774146080017,0,Healthy,0,0.9896174669265747,0,mutual_errors,3,0,0.0,False,False,True,True,False
288,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1570.jpg,Brown Spot,2,Healthy,0,0.992388904094696,0,Healthy,0,0.9949222207069397,0,mutual_errors,6,0,0.0,False,False,True,True,False
289,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_158.jpg,Brown Spot,2,Healthy,0,0.999964714050293,0,Healthy,0,0.9870376586914062,0,mutual_errors,3,0,0.0,False,False,True,True,False
290,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1582.jpg,Brown Spot,2,Healthy,0,0.9998074173927307,0,Healthy,0,0.9751303791999817,0,mutual_errors,3,0,0.0,False,False,True,True,False
291,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1598.jpg,Brown Spot,2,Healthy,0,0.9998636245727539,0,Healthy,0,0.9980429410934448,0,mutual_errors,3,0,0.0,False,False,True,True,False
292,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_161.jpg,Brown Spot,2,Healthy,0,0.9997624754905701,0,Healthy,0,0.9816930294036865,0,mutual_errors,2,0,0.0,False,False,True,True,False
293,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1613.jpg,Brown Spot,2,Healthy,0,0.9998487234115601,0,Blast,1,0.9739881157875061,0,mutual_errors,6,0,0.0,False,False,True,True,False
294,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1615.jpg,Brown Spot,2,Healthy,0,0.9999068975448608,0,Blast,1,0.97194504737854,0,mutual_errors,6,0,0.0,False,False,True,True,False
295,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1639.jpg,Brown Spot,2,Healthy,0,0.9918798804283142,0,Healthy,0,0.9987284541130066,0,mutual_errors,9,0,0.0,False,False,True,True,False
296,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1640.jpg,Brown Spot,2,Healthy,0,0.9934347867965698,0,Healthy,0,0.9988090991973877,0,mutual_errors,9,0,0.0,False,False,True,True,False
297,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1641.jpg,Brown Spot,2,Healthy,0,0.9953052997589111,0,Healthy,0,0.9991040825843811,0,mutual_errors,9,0,0.0,False,False,True,True,False
298,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1645.jpg,Brown Spot,2,Healthy,0,0.994879961013794,0,Healthy,0,0.9693875908851624,0,mutual_errors,5,0,0.0,False,False,True,True,False
299,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_166.jpg,Brown Spot,2,Healthy,0,0.9999669790267944,0,Healthy,0,0.9752283692359924,0,mutual_errors,2,0,0.0,False,False,True,True,False
300,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1660.jpg,Brown Spot,2,Healthy,0,0.9973068237304688,0,Healthy,0,0.9895081520080566,0,mutual_errors,5,0,0.0,False,False,True,True,False
301,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1661.jpg,Brown Spot,2,Healthy,0,0.9978994131088257,0,Healthy,0,0.9838044047355652,0,mutual_errors,2,0,0.0,False,False,True,True,False
302,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1692.jpg,Brown Spot,2,Healthy,0,0.9998853206634521,0,Healthy,0,0.7594045400619507,0,mutual_errors,6,0,0.0,False,False,True,False,False
303,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_1694.jpg,Brown Spot,2,Healthy,0,0.9998669624328613,0,Blast,1,0.9834174513816833,0,mutual_errors,7,2,0.0,False,False,True,True,False
