image_id,image_path,mask_path,raw_class,canonical_class,dataset,is_matched_pair,usage,training_allowed,validation_allowed,calibration_allowed,threshold_optimization_allowed
BACTERIALBLIGHT1_059,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_059.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_059.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_060,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_060.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_060.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_061,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_061.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_061.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_062,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_062.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_062.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_063,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_063.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_063.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_064,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_064.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_064.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_065,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_065.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_065.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_066,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_066.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_066.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_067,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_067.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_067.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_068,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_068.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_068.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_069,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_069.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_069.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_070,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_070.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_070.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_071,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_071.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_071.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_072,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_072.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_072.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_073,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_073.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_073.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_074,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_074.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_074.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_075,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_075.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_075.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_076,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_076.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_076.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_077,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_077.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_077.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_078,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_078.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_078.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_079,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_079.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_079.JPG,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_080,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_080.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_080.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_081,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_081.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_081.JPG,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_082,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_082.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_082.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_083,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_083.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_083.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_084,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_084.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_084.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_085,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_085.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_085.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_086,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_086.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_086.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_087,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_087.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_087.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_088,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_088.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_088.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_089,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_089.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_089.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_090,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_090.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_090.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_091,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_091.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_091.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_092,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_092.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_092.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_093,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_093.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_093.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_094,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_094.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_094.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_095,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_095.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_095.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_096,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_096.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_096.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_097,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_097.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_097.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_098,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_098.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_098.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_099,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_099.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_099.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_100,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_100.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_100.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_101,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_101.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_101.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_102,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_102.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_102.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_103,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_103.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_103.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_104,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_104.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_104.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_105,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_105.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_105.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_106,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_106.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_106.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_107,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_107.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_107.JPG,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_108,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_108.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_108.JPG,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_109,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_109.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_109.JPG,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_110,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_110.JPG,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_110.JPG,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_111,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_111.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_111.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
BACTERIALBLIGHT1_112,Rice Leaf Disease Image Samples/Rice Leaf Disease Image Samples/Rice Leaf Disease Images/Bacterialblight/BACTERIALBLIGHT1_112.jpg,RiceSeg-5932 Complete Pixel-Level Segmentation Mas/RiceSeg-5932 Complete Pixel-Level Segmentation Mas/Rice_Leaf_Disease_Segmentation_Masks/mask-vesrion1/Bacterialblight/BACTERIALBLIGHT1_112.jpg,Bacterialblight,Bacterial Blight,RiceSeg5932,True,xai_ground_truth_only,False,False,False,False
