image_id,image_path,raw_class,canonical_class,dataset,width,height,channels,file_size,file_hash,dhash,is_valid_image,annotation_path,has_annotation,num_boxes,split,group_id
brown spot_277,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_277.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,339873,d1836ff9821a038f45f93ec335a1f331acaeb9bf72efe3a949336de0f6b4474e,0d0506b27e5e5b18,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_277.txt,True,4,train,2700
brown spot_278,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_278.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,300043,b2a56ac95b8343ecf06d11758569dc8f250d21c4bc899b7f12ca32ba4c99d95c,4246000010682c06,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_278.txt,True,4,train,2701
brown spot_279,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_279.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,318976,1dc7796eee4e85503e2581958451e45a7cdf14cfe8c62aa4e5ecdc756807d7cb,2222208000640607,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_279.txt,True,3,train,2702
brown spot_28,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_28.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,327392,2c89f044a40eba8c86e6e9c2c17a72a79e3c4095e68009163e0e6c7b6b5ba06a,fbfa3f3e08033747,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_28.txt,True,1,train,2703
brown spot_280,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_280.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,319968,ae2e7f496ab988fcc47827eeebf853b2a5dbaec0c23bb5ad1f4865879256a12c,1191911000260781,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_280.txt,True,4,val,2704
brown spot_281,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_281.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,327435,a4c4f7b4a9a279c69716266a763be39f9912bb8ece5f442433a37f5adeeb8aec,c0c848000133c181,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_281.txt,True,3,test,2705
brown spot_282,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_282.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,320061,12dd6053f0a9f458cc4d6ac360075a279165961a5925dc40cdbe0f5af7fd5e64,e8682400003022c0,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_282.txt,True,2,train,2706
brown spot_283,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_283.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,314910,0201a46f39324701f2333f605c5965283dc78b713b121629c001f2430bb5a40c,6064340400383260,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_283.txt,True,4,train,2707
brown spot_284,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_284.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,321378,bc67efb9835e78f501f3e744f6eeff372d463049df39c38bbf47721c354391ec,f434b41a00401053,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_284.txt,True,4,train,2708
brown spot_285,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_285.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,316940,3a9b18ca55dc3bcf86b1e1895c714dba6b2de7c6669fc4a2cb5374d782438ab3,331330b3a0000458,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_285.txt,True,2,train,2709
brown spot_286,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_286.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,308226,ddb1d0efa50547e06166f06378c8e782a8488b5adb7a05eb875825130aab6279,aaa4051400242062,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_286.txt,True,2,test,2710
brown spot_287,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_287.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,305274,95aecc86031e40743ed9ae930db5a42b3442dbaefa36e03fda4c828d3058d2db,46420a090830316a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_287.txt,True,1,train,2711
brown spot_288,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_288.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,304811,d33e00d7e10d330236aa4666cd565fdc0349b6b91164dedf1e3cbe415eb65dc9,0022060000009014,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_288.txt,True,3,train,2712
brown spot_289,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_289.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,328432,7812cb9e8f71594f5ce0c6d72fef1225cb30a706852b28feb4b3239de2430c26,4804020000c29a14,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_289.txt,True,2,train,2713
brown spot_29,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_29.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,304116,def68e135750fb2f03e8913a966ad695c9f9945c2884d6fb4a2f13e4e5fb15b1,692919f01616d138,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_29.txt,True,3,train,2714
brown spot_290,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_290.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,319296,79f45e111b0c854f4b518f9e462d91ef522c28cdee39173f6d4c5d5936d5dbd8,4806034180c09918,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_290.txt,True,1,train,2715
brown spot_291,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_291.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,357302,9fd962de347b8030fe5ac2c530b2fb9d42e424e3f63bbc53149176fb20165afd,d33e280717061e1e,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_291.txt,True,5,train,2716
brown spot_292,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_292.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,323446,9e9c03f073699b9576e361b4eaac36e058fb4fbb0a5998ef628eae96fee2d8de,129517030301c54c,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_292.txt,True,2,test,2717
brown spot_293,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_293.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,325476,0ca2f6bf8656c02342aa2cac0fe339bfbd912a469d241e34e3d7b399d01d4ca9,8cc301870080c3e2,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_293.txt,True,1,train,2718
brown spot_294,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_294.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,293069,0165a81380d29081fb3ad074f045c0fc647b94cf92d3726c06b58152da99a819,4c49000000c46273,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_294.txt,True,2,test,2719
brown spot_295,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_295.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,284426,dcd6810b1d1681c71e7784d544a6a9757a954c8e6c7525943e65ae1a29f61de4,6464100000406571,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_295.txt,True,1,train,2720
brown spot_296,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_296.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,342809,fe2e947e46c9329a9f0f7cf365575524f65017d78c2144427f5f1c085a63d0ad,a4b40c02c0130323,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_296.txt,True,3,val,2721
brown spot_297,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_297.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,353081,baf52b42a35e5ff8d2c6008631b9457e21dd2c75fed05baa18c8578d5d7f6e1d,8b494f02c183c0a8,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_297.txt,True,5,test,2722
brown spot_298,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_298.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,345295,a175a8e1f4b0cc00f7e71020e4e1c1ba80a6fe96d6e0cf37c7a1ac35e4fa35fe,618cac040040e2d6,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_298.txt,True,3,train,2723
brown spot_299,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_299.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,317215,95fa46b4d2a1d00be8c2b1aa3cedd85b611f84785035358a4a73d3160d2e7013,8e8e86d60400140f,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_299.txt,True,2,test,2724
brown spot_3,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_3.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,341243,ec2578bb3960b30d7511ca70d80f073112185389f48c61c529a943a81f1fefd5,0d0907022207532a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_3.txt,True,4,train,2725
brown spot_30,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_30.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,317849,1c71ce0681f8313ba7e82392591721a80a300b4992d3535ea1c12e125509b885,7c6c6e8bca83c7c7,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_30.txt,True,1,train,2726
brown spot_300,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_300.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,304081,f533a7300befbfd7a356ee980e92178f81c595f20b46a9238eb444e9fc8f18d9,6600000010302141,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_300.txt,True,3,train,2727
brown spot_301,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_301.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,313632,200470a1bf276d446548912d8fbd89405a90ae39c9e43a12c77c316f44665a91,0918020000140c11,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_301.txt,True,5,val,2728
brown spot_302,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_302.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,309229,d0e34510de6ae11dde5ece88db4f58cbf67a8bd958cc197b2beb372d250d1413,020901010000040d,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_302.txt,True,3,val,2729
brown spot_303,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_303.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,305241,1f00dc9dea906e53a4786d04eb9f85073391fa5a50a787b1eb8c525e68ec2d09,0828380010204b69,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_303.txt,True,1,train,2730
brown spot_304,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_304.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,348470,4cb624b50feea17824e973802233593b9287226ae5ee998b205efa9d7a121b68,fe3c3c7877fef0e7,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_304.txt,True,3,train,2731
brown spot_305,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_305.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,331277,7e914b5c5779baf789d9dbda0144ab3ae628c56f6ce1e956ee03bf39cf1a7865,16113118862fe31b,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_305.txt,True,2,train,2732
brown spot_306,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_306.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,321934,a0d725c21db369539ad75d076f0badf0c98ade4e651beceee36a411312e31561,1e1e1faff7878e6e,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_306.txt,True,3,train,2733
brown spot_307,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_307.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,365829,2cf06c5ec34f9ab31c36d75149ca3e0fa0169e6a64dffe416c6e0b432f1eb76a,5115000000036881,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_307.txt,True,2,test,2734
brown spot_308,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_308.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,365098,6c364197255338ad14e3faefcab4dbac8c3f3720ee8384b33559cb376b19f319,16020a02003c960b,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_308.txt,True,5,train,2735
brown spot_309,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_309.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,329253,ba2b0811daceb5f5abad024eed9f66c9f959e22030f8b0ee4adb08240626f239,c1890105004301a8,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_309.txt,True,3,train,2736
brown spot_31,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_31.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,340275,2e7687556bb79bdeb6ea3f9abc2adc67e193576fb819939e0f661dd65260836a,2e2ce71f4b2ba754,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_31.txt,True,2,train,2737
brown spot_310,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_310.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,331355,a89d4a1254b97df89b8bee9f669d56e4366ce7d3a5b4449a13785e13a777e354,2c21610000040605,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_310.txt,True,5,test,2738
brown spot_311,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_311.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,342127,0e56fa43ad3c9030ff3b463239aa407cdfed173203f7220bcc7e2ae1f18bd9bf,2650200003171504,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_311.txt,True,4,train,2739
brown spot_312,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_312.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,324912,d34d4c3530a372caf622d25d88fba2363149ba5cb1c7dce03b5013a1cde01965,131313030000488a,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_312.txt,True,3,train,2740
brown spot_313,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_313.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,363038,f4b03913baaa04da3db7dae4b1fd758fd8327c7154978ab7bdb7a10c0ca9818d,1c1808000004e8a8,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_313.txt,True,5,train,2741
brown spot_314,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_314.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,363408,9758b42b05dff785fab40f55c5903b4e4fb663e04db4d34b53e7005c6adbd8e8,4b0b16020109e6ce,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_314.txt,True,3,test,2742
brown spot_315,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_315.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,358003,13566c071a8e411fe4e1ead13640ce76bc0a54dc2626ce67a40700bc802823ca,051412000313125c,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_315.txt,True,3,test,2743
brown spot_316,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Original images/Brown spot/brown spot_316.jpg,Brown spot,Brown Spot,RiceLeafDiseaseBD,1024,1024,3,338554,4361ea5010b55a60f9cd112e686cd96d4a2984aae7dabd8b6df1bd016e00903e,05010000168520eb,True,RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD A Field-Based Annotated Smartpho/RiceLeafDiseaseBD/Annotated images ( visual with labels)/Brown spot/labels/brown spot_316.txt,True,1,train,2744
