type,dataset_a,image_a,class_a,dataset_b,image_b,class_b,similarity_metric,is_cross_dataset
PERCEPTUAL_NEAR_DUP,Primary,blast_795,Blast,Primary,blast_796,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_795,Blast,Primary,blast_797,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_796,Blast,Primary,blast_797,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_799,Blast,Primary,blast_801,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_800,Blast,Primary,blast_801,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_802,Blast,Primary,blast_803,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_802,Blast,Primary,blast_804,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_802,Blast,Primary,blast_805,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_802,Blast,Primary,blast_806,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_803,Blast,Primary,blast_804,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_803,Blast,Primary,blast_805,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_803,Blast,Primary,blast_806,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_804,Blast,Primary,blast_805,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_804,Blast,Primary,blast_806,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_805,Blast,Primary,blast_806,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_805,Blast,Primary,blast_807,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_805,Blast,Primary,blast_808,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_807,Blast,Primary,blast_808,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_810,Blast,Primary,blast_813,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_811,Blast,Primary,blast_812,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_811,Blast,Primary,blast_813,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_812,Blast,Primary,blast_813,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_813,Blast,Primary,blast_814,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_813,Blast,Primary,blast_815,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_814,Blast,Primary,blast_815,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_824,Blast,Primary,blast_825,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_831,Blast,Primary,blast_832,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_831,Blast,Primary,blast_833,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_831,Blast,Primary,blast_834,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_831,Blast,Primary,blast_835,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_832,Blast,Primary,blast_833,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_832,Blast,Primary,blast_834,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_832,Blast,Primary,blast_835,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_833,Blast,Primary,blast_834,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_833,Blast,Primary,blast_835,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_834,Blast,Primary,blast_835,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_834,Blast,Primary,blast_836,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_835,Blast,Primary,blast_836,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_836,Blast,Primary,blast_837,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_844,Blast,Primary,blast_845,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_844,Blast,Primary,blast_850,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_857,Blast,Primary,blast_859,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_859,Blast,Primary,blast_860,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_859,Blast,Primary,blast_861,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_860,Blast,Primary,blast_861,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_862,Blast,Primary,blast_864,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_863,Blast,Primary,blast_864,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_863,Blast,Primary,blast_866,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_865,Blast,Primary,blast_866,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_865,Blast,Primary,blast_867,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_866,Blast,Primary,blast_867,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_867,Blast,Primary,blast_868,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_872,Blast,Primary,blast_873,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_872,Blast,Primary,blast_874,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_877,Blast,Primary,blast_878,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_883,Blast,Primary,blast_885,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_884,Blast,Primary,blast_885,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_893,Blast,Primary,blast_895,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_906,Blast,Primary,blast_910,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_906,Blast,Primary,blast_913,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_907,Blast,Primary,blast_908,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_910,Blast,Primary,blast_913,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_911,Blast,Primary,blast_912,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_911,Blast,Primary,blast_913,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_912,Blast,Primary,blast_913,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_914,Blast,Primary,blast_918,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_915,Blast,Primary,blast_918,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_920,Blast,Primary,blast_921,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_923,Blast,Primary,blast_924,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_923,Blast,Primary,blast_925,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_924,Blast,Primary,blast_925,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_926,Blast,Primary,blast_927,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_926,Blast,Primary,blast_928,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_926,Blast,Primary,blast_931,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_927,Blast,Primary,blast_928,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_927,Blast,Primary,blast_931,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_928,Blast,Primary,blast_930,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_929,Blast,Primary,brown spot_1001,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_929,Blast,Primary,brown spot_1002,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_929,Blast,Primary,brown spot_1003,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_933,Blast,Primary,brown spot_1004,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_934,Blast,Primary,blast_935,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_935,Blast,Primary,blast_939,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_938,Blast,Primary,blast_940,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_948,Blast,Primary,blast_949,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_954,Blast,Primary,blast_955,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_954,Blast,Primary,blast_956,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_955,Blast,Primary,blast_956,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_959,Blast,Primary,blast_960,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_959,Blast,Primary,blast_961,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_960,Blast,Primary,blast_961,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_969,Blast,Primary,blast_972,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_969,Blast,Primary,blast_973,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_970,Blast,Primary,blast_971,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_970,Blast,Primary,blast_972,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_970,Blast,Primary,blast_973,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_971,Blast,Primary,blast_973,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_972,Blast,Primary,blast_973,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_974,Blast,Primary,blast_975,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_974,Blast,Primary,blast_976,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_974,Blast,Primary,brown spot_1174,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_975,Blast,Primary,blast_976,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_975,Blast,Primary,brown spot_1174,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_976,Blast,Primary,blast_977,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_976,Blast,Primary,blast_979,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_977,Blast,Primary,blast_979,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_978,Blast,Primary,blast_979,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_982,Blast,Primary,blast_983,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_982,Blast,Primary,blast_985,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_983,Blast,Primary,blast_984,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_983,Blast,Primary,blast_985,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_983,Blast,Primary,blast_986,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_983,Blast,Primary,blast_987,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_984,Blast,Primary,blast_985,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_984,Blast,Primary,blast_986,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_984,Blast,Primary,blast_987,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_985,Blast,Primary,blast_986,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_985,Blast,Primary,blast_987,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_986,Blast,Primary,blast_987,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,blast_986,Blast,Primary,blast_988,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_987,Blast,Primary,blast_988,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_988,Blast,Primary,blast_989,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_988,Blast,Primary,blast_992,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_989,Blast,Primary,blast_990,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_989,Blast,Primary,blast_991,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_989,Blast,Primary,blast_992,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_989,Blast,Primary,blast_993,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_990,Blast,Primary,blast_991,Blast,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,blast_990,Blast,Primary,blast_992,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_990,Blast,Primary,blast_993,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_991,Blast,Primary,blast_992,Blast,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,blast_991,Blast,Primary,blast_993,Blast,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,blast_992,Blast,Primary,blast_993,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_994,Blast,Primary,blast_995,Blast,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,blast_997,Blast,Primary,blast_998,Blast,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1001,Brown Spot,Primary,brown spot_1002,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1001,Brown Spot,Primary,brown spot_1003,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1002,Brown Spot,Primary,brown spot_1003,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1009,Brown Spot,Primary,brown spot_1010,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1009,Brown Spot,Primary,brown spot_1011,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1009,Brown Spot,Primary,brown spot_1012,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1009,Brown Spot,Primary,brown spot_1013,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1010,Brown Spot,Primary,brown spot_1011,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1010,Brown Spot,Primary,brown spot_1012,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1011,Brown Spot,Primary,brown spot_1012,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1013,Brown Spot,Primary,brown spot_1015,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1013,Brown Spot,Primary,brown spot_1016,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1013,Brown Spot,Primary,brown spot_1017,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1014,Brown Spot,Primary,brown spot_1015,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1014,Brown Spot,Primary,brown spot_1016,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1014,Brown Spot,Primary,brown spot_1017,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1014,Brown Spot,Primary,brown spot_1018,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1015,Brown Spot,Primary,brown spot_1016,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1015,Brown Spot,Primary,brown spot_1017,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1016,Brown Spot,Primary,brown spot_1017,Brown Spot,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1016,Brown Spot,Primary,brown spot_1018,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1016,Brown Spot,Primary,brown spot_1019,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1017,Brown Spot,Primary,brown spot_1018,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1017,Brown Spot,Primary,brown spot_1019,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1018,Brown Spot,Primary,brown spot_1019,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1021,Brown Spot,Primary,brown spot_1022,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1022,Brown Spot,Primary,brown spot_1027,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1023,Brown Spot,Primary,brown spot_1025,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1025,Brown Spot,Primary,brown spot_1026,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1026,Brown Spot,Primary,brown spot_1027,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1038,Brown Spot,Primary,brown spot_1039,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1039,Brown Spot,Primary,brown spot_1040,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1042,Brown Spot,Primary,brown spot_1043,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1049,Brown Spot,Primary,brown spot_1050,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1050,Brown Spot,Primary,brown spot_1052,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1051,Brown Spot,Primary,brown spot_1052,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1062,Brown Spot,Primary,brown spot_1063,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1064,Brown Spot,Primary,brown spot_1065,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1075,Brown Spot,Primary,brown spot_1076,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1079,Brown Spot,Primary,brown spot_1080,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1083,Brown Spot,Primary,brown spot_1084,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1085,Brown Spot,Primary,brown spot_1088,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1086,Brown Spot,Primary,brown spot_1087,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1089,Brown Spot,Primary,brown spot_1092,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1089,Brown Spot,Primary,brown spot_1094,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1092,Brown Spot,Primary,brown spot_1094,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1095,Brown Spot,Primary,brown spot_1096,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1098,Brown Spot,Primary,brown spot_1099,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1100,Brown Spot,Primary,brown spot_1101,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1101,Brown Spot,Primary,brown spot_1105,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1101,Brown Spot,Primary,brown spot_1106,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1103,Brown Spot,Primary,brown spot_1104,Brown Spot,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1103,Brown Spot,Primary,brown spot_1105,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1104,Brown Spot,Primary,brown spot_1105,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1107,Brown Spot,Primary,brown spot_1112,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1107,Brown Spot,Primary,brown spot_1113,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1108,Brown Spot,Primary,brown spot_1110,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1109,Brown Spot,Primary,brown spot_1110,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1112,Brown Spot,Primary,brown spot_1113,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1121,Brown Spot,Primary,brown spot_1122,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1139,Brown Spot,Primary,brown spot_1140,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1146,Brown Spot,Primary,brown spot_1147,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1148,Brown Spot,Primary,brown spot_1149,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1154,Brown Spot,Primary,brown spot_1156,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1155,Brown Spot,Primary,brown spot_1156,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1168,Brown Spot,Primary,brown spot_1169,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1171,Brown Spot,Primary,brown spot_1172,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1172,Brown Spot,Primary,brown spot_1173,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1175,Brown Spot,Primary,brown spot_1176,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1177,Brown Spot,Primary,brown spot_1178,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1177,Brown Spot,Primary,brown spot_1179,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1178,Brown Spot,Primary,brown spot_1179,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1182,Brown Spot,Primary,brown spot_1183,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1186,Brown Spot,Primary,brown spot_1187,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1187,Brown Spot,Primary,brown spot_1188,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1187,Brown Spot,Primary,brown spot_1189,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1188,Brown Spot,Primary,brown spot_1189,Brown Spot,hamming_dist_1,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1193,Brown Spot,Primary,brown spot_1194,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1193,Brown Spot,Primary,brown spot_1195,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1194,Brown Spot,Primary,brown spot_1195,Brown Spot,hamming_dist_0,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1199,Brown Spot,Primary,brown spot_1200,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1205,Brown Spot,Primary,brown spot_1206,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1206,Brown Spot,Primary,brown spot_1207,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1208,Brown Spot,Primary,brown spot_1209,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1208,Brown Spot,Primary,brown spot_1212,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1210,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1211,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1212,Brown Spot,hamming_dist_2,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1213,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1214,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1215,Brown Spot,hamming_dist_4,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1209,Brown Spot,Primary,brown spot_1217,Brown Spot,hamming_dist_3,False
PERCEPTUAL_NEAR_DUP,Primary,brown spot_1210,Brown Spot,Primary,brown spot_1211,Brown Spot,hamming_dist_4,False
